ID_Transaccion,Fecha_Venta,Cliente,Producto,Categoria,Sucursal,Cantidad,Precio_Unitario,Descuento
324,2024-12-01,GLOBAL CORP,Licencia Enterprise,Software,Norte,6,5000,0.02
325,2024-11-16,DATASYSTEMS,Consultoría Hora,Servicios,Norte,7,150,0.02
326,2024-07-27,GLOBAL CORP,Servidor Dedicado,Hardware,Oeste,6,3500,0.01
327,2023-08-23,DataSystems,Consultoría Hora,Servicios,Este,7,150,0.0
328,2023-07-08,TECHSOLUTIONS INC,Soporte Premium,Servicios,Central,2,1200,0.01
329,2024-04-04,DATASYSTEMS,Servidor Dedicado,Hardware,Norte,2,3500,0.06
330,2024-09-24,Global Corp,Licencia Enterprise,Software,Oeste,8,5000,0.08
331,2023-03-20,GLOBAL CORP,Licencia Enterprise,Software,Norte,5,5000,0.02
332,2023-03-16,cloudnet,Servidor Dedicado,Hardware,Central,6,3500,0.04
333,2024-01-05,Global Corp,Licencia Enterprise,Software,Central,3,5000,0.08
334,2024-10-27,GLOBAL CORP,Soporte Premium,Servicios,Este,7,1200,0.0
335,2023-02-25,CloudNet,Servidor Dedicado,Hardware,Central,1,3500,0.04
336,2023-11-07,TechSolutions Inc,Licencia Enterprise,Software,Este,1,5000,0.07
337,2023-12-22,TechSolutions Inc,Soporte Premium,Servicios,Central,5,1200,0.0
338,2023-01-12,DataSystems,Pack Seguridad,Software,Este,8,800,0.04
339,2023-02-21,cloudnet,Soporte Premium,Servicios,Este,9,1200,0.09
340,2023-12-11,datasystems,Pack Seguridad,Software,Sur,2,800,0.01
341,2023-05-09,SOFTWARE HOUSE,Soporte Premium,Servicios,Este,6,1200,0.01
342,2024-02-03,software house,Pack Seguridad,Software,Este,7,800,0.04
343,2023-07-13,SoftWare House,Consultoría Hora,Servicios,Sur,3,150,0.08
344,2024-11-22,CloudNet,Licencia Enterprise,Software,Oeste,5,5000,0.01
345,2024-12-09,SoftWare House,Consultoría Hora,Servicios,Este,5,150,0.06
346,2023-03-30,SOFTWARE HOUSE,Soporte Premium,Servicios,Norte,10,1200,0.04
347,2024-12-11,SoftWare House,Pack Seguridad,Software,Central,5,800,0.07
348,2024-01-25,Global Corp,Pack Seguridad,Software,Sur,1,800,0.07
349,2024-12-01,Global Corp,Servidor Dedicado,Hardware,Oeste,3,3500,0.02
350,2023-07-23,SOFTWARE HOUSE,Soporte Premium,Servicios,Norte,8,1200,0.06
351,2023-08-30,DATASYSTEMS,Pack Seguridad,Software,Sur,6,800,0.09
352,2024-03-07,CLOUDNET,Pack Seguridad,Software,Sur,2,800,0.06
353,2024-08-04,TECHSOLUTIONS INC,Consultoría Hora,Servicios,Central,9,150,0.05
354,2024-10-22,Global Corp,Consultoría Hora,Servicios,Oeste,8,150,0.03
355,2023-10-01,DATASYSTEMS,Consultoría Hora,Servicios,Central,2,150,0.01
356,2023-09-16,Global Corp,Soporte Premium,Servicios,Sur,5,1200,0.02
357,2023-02-02,DataSystems,Servidor Dedicado,Hardware,Central,5,3500,0.08
358,2023-08-02,DataSystems,Servidor Dedicado,Hardware,Norte,4,3500,0.04
359,2023-07-16,SoftWare House,Licencia Enterprise,Software,Sur,7,5000,0.1
360,2023-09-18,DataSystems,Servidor Dedicado,Hardware,Oeste,10,3500,0.02
361,2023-10-17,global corp,Soporte Premium,Servicios,Sur,10,1200,0.02
362,2024-07-30,SOFTWARE HOUSE,Licencia Enterprise,Software,Este,8,5000,0.04
363,2024-10-06,TechSolutions Inc,Consultoría Hora,Servicios,Oeste,7,150,0.09
364,2024-03-27,datasystems,Licencia Enterprise,Software,Norte,4,5000,0.04
365,2023-01-17,CloudNet,Pack Seguridad,Software,Norte,4,800,0.09
366,2024-03-12,CLOUDNET,Pack Seguridad,Software,Oeste,9,800,0.01
367,2024-02-18,DATASYSTEMS,Licencia Enterprise,Software,Central,5,5000,0.08
368,2024-01-02,GLOBAL CORP,Soporte Premium,Servicios,Central,9,1200,0.06
369,2024-05-12,TechSolutions Inc,Soporte Premium,Servicios,Este,9,1200,0.05
370,2023-09-26,SoftWare House,Licencia Enterprise,Software,Central,2,5000,0.09
371,2023-04-13,TechSolutions Inc,Pack Seguridad,Software,Sur,10,800,0.01
372,2024-06-02,DATASYSTEMS,Pack Seguridad,Software,Norte,10,800,0.06
373,2023-11-03,Global Corp,Servidor Dedicado,Hardware,Central,5,3500,0.03
374,2024-07-09,TECHSOLUTIONS INC,Licencia Enterprise,Software,Este,8,5000,0.05
375,2023-08-02,CloudNet,Servidor Dedicado,Hardware,Central,1,3500,0.09
376,2024-12-17,CloudNet,Consultoría Hora,Servicios,Este,6,150,0.02
377,2024-02-21,CloudNet,Licencia Enterprise,Software,Central,3,5000,0.08
378,2024-07-31,software house,Licencia Enterprise,Software,Norte,1,5000,0.08
379,2023-10-16,Global Corp,Licencia Enterprise,Software,Norte,2,5000,0.06
380,2024-04-12,CLOUDNET,Consultoría Hora,Servicios,Oeste,3,150,0.06
381,2023-03-24,TECHSOLUTIONS INC,Servidor Dedicado,Hardware,Oeste,3,3500,0.05
382,2023-08-16,techsolutions inc,Servidor Dedicado,Hardware,Oeste,10,3500,0.01
383,2023-02-07,CloudNet,Soporte Premium,Servicios,Sur,4,1200,0.06
384,2023-10-19,CLOUDNET,Servidor Dedicado,Hardware,Central,5,3500,0.0
385,2023-10-16,SOFTWARE HOUSE,Pack Seguridad,Software,Sur,10,800,0.03
386,2023-01-31,DATASYSTEMS,Soporte Premium,Servicios,Oeste,8,1200,0.04
387,2024-09-16,CLOUDNET,Servidor Dedicado,Hardware,Este,2,3500,0.06
388,2024-02-24,SOFTWARE HOUSE,Servidor Dedicado,Hardware,Central,2,3500,0.09
389,2023-07-21,GLOBAL CORP,Consultoría Hora,Servicios,Este,2,150,0.1
390,2024-10-16,Global Corp,Licencia Enterprise,Software,Oeste,3,5000,0.02
391,2024-01-05,software house,Licencia Enterprise,Software,Norte,1,5000,0.02
392,2024-06-07,Global Corp,Pack Seguridad,Software,Norte,6,800,0.03
393,2024-12-18,TechSolutions Inc,Soporte Premium,Servicios,Norte,8,1200,0.08
394,2023-08-01,CloudNet,Consultoría Hora,Servicios,Oeste,9,150,0.05
395,2024-08-19,CloudNet,Servidor Dedicado,Hardware,Sur,4,3500,0.0
396,2023-05-02,datasystems,Servidor Dedicado,Hardware,Norte,10,3500,0.1
397,2024-02-27,TechSolutions Inc,Pack Seguridad,Software,Norte,5,800,0.05
398,2023-05-01,global corp,Pack Seguridad,Software,Oeste,5,800,0.08
399,2024-04-09,SOFTWARE HOUSE,Soporte Premium,Servicios,Sur,8,1200,0.05
400,2023-07-23,DATASYSTEMS,Soporte Premium,Servicios,Este,4,1200,0.07
401,2023-08-08,CloudNet,Pack Seguridad,Software,Este,7,800,0.03
402,2023-05-07,TechSolutions Inc,Consultoría Hora,Servicios,Sur,7,150,0.08
403,2023-02-15,SOFTWARE HOUSE,Soporte Premium,Servicios,Norte,10,1200,0.09
404,2023-01-16,cloudnet,Soporte Premium,Servicios,Central,2,1200,0.07
405,2024-03-21,TECHSOLUTIONS INC,Soporte Premium,Servicios,Norte,4,1200,0.07
406,2023-01-18,TechSolutions Inc,Pack Seguridad,Software,Central,7,800,0.06
407,2024-05-05,SoftWare House,Licencia Enterprise,Software,Sur,8,5000,0.09
408,2023-02-12,global corp,Pack Seguridad,Software,Oeste,10,800,0.09
409,2024-11-01,SOFTWARE HOUSE,Consultoría Hora,Servicios,Sur,3,150,0.09
410,2024-11-18,Global Corp,Servidor Dedicado,Hardware,Este,3,3500,0.03
411,2023-02-24,CLOUDNET,Servidor Dedicado,Hardware,Este,9,3500,0.07
412,2023-02-10,DATASYSTEMS,Servidor Dedicado,Hardware,Sur,9,3500,0.03
413,2024-06-09,global corp,Consultoría Hora,Servicios,Norte,1,150,0.0
414,2024-03-20,CloudNet,Pack Seguridad,Software,Central,2,800,0.08
415,2024-10-11,techsolutions inc,Pack Seguridad,Software,Este,2,800,0.04
416,2024-02-26,DataSystems,Consultoría Hora,Servicios,Central,1,150,0.03
417,2023-02-01,GLOBAL CORP,Pack Seguridad,Software,Norte,6,800,0.01
418,2024-03-03,CloudNet,Consultoría Hora,Servicios,Este,3,150,0.02
419,2024-10-04,SoftWare House,Licencia Enterprise,Software,Central,6,5000,0.02
420,2023-04-22,CloudNet,Soporte Premium,Servicios,Este,1,1200,0.02
421,2024-04-19,CloudNet,Licencia Enterprise,Software,Norte,1,5000,0.01
422,2023-05-05,CloudNet,Soporte Premium,Servicios,Oeste,5,1200,0.09
423,2023-07-15,CloudNet,Soporte Premium,Servicios,Sur,6,1200,0.04
424,2023-09-19,SoftWare House,Pack Seguridad,Software,Sur,10,800,0.08
425,2024-12-06,TECHSOLUTIONS INC,Pack Seguridad,Software,Norte,1,800,0.07
426,2024-04-28,Global Corp,Pack Seguridad,Software,Sur,5,800,0.06
427,2023-01-13,DataSystems,Servidor Dedicado,Hardware,Norte,8,3500,0.03
428,2024-06-27,SoftWare House,Pack Seguridad,Software,Sur,4,800,0.1
429,2024-06-07,Global Corp,Pack Seguridad,Software,Este,4,800,0.0
430,2023-01-28,datasystems,Servidor Dedicado,Hardware,Este,10,3500,0.09
431,2024-08-05,CloudNet,Consultoría Hora,Servicios,Oeste,7,150,0.07
432,2024-10-04,SoftWare House,Soporte Premium,Servicios,Norte,1,1200,0.02
433,2023-09-27,Global Corp,Servidor Dedicado,Hardware,Sur,4,3500,0.09
434,2023-02-15,Global Corp,Licencia Enterprise,Software,Sur,10,5000,0.03
435,2024-01-29,CLOUDNET,Pack Seguridad,Software,Norte,4,800,0.06
436,2023-02-04,GLOBAL CORP,Servidor Dedicado,Hardware,Sur,9,3500,0.05
437,2024-01-09,SOFTWARE HOUSE,Servidor Dedicado,Hardware,Oeste,9,3500,0.06
438,2024-12-06,CloudNet,Pack Seguridad,Software,Central,8,800,0.02
439,2024-08-17,SOFTWARE HOUSE,Servidor Dedicado,Hardware,Este,6,3500,0.1
440,2024-08-19,TECHSOLUTIONS INC,Consultoría Hora,Servicios,Sur,10,150,0.02
441,2024-07-11,SoftWare House,Pack Seguridad,Software,Norte,9,800,0.04
442,2024-07-26,SOFTWARE HOUSE,Soporte Premium,Servicios,Norte,8,1200,0.01
443,2023-06-20,SoftWare House,Consultoría Hora,Servicios,Norte,9,150,0.01
444,2024-03-23,TECHSOLUTIONS INC,Consultoría Hora,Servicios,Sur,9,150,0.07
445,2024-12-08,global corp,Soporte Premium,Servicios,Este,4,1200,0.09
446,2023-05-02,software house,Pack Seguridad,Software,Este,8,800,0.03
447,2024-06-29,DataSystems,Servidor Dedicado,Hardware,Este,7,3500,0.02
448,2024-02-01,global corp,Pack Seguridad,Software,Este,8,800,0.01
449,2024-08-24,Global Corp,Servidor Dedicado,Hardware,Oeste,9,3500,0.08
450,2023-08-22,global corp,Pack Seguridad,Software,Central,9,800,0.06
451,2024-03-09,DATASYSTEMS,Soporte Premium,Servicios,Este,10,1200,0.01
452,2024-09-17,CloudNet,Consultoría Hora,Servicios,Sur,7,150,0.05
453,2024-12-12,global corp,Consultoría Hora,Servicios,Oeste,9,150,0.03
454,2023-05-24,GLOBAL CORP,Servidor Dedicado,Hardware,Oeste,8,3500,0.01
455,2024-10-06,SOFTWARE HOUSE,Servidor Dedicado,Hardware,Oeste,6,3500,0.09
456,2024-09-26,SoftWare House,Consultoría Hora,Servicios,Central,9,150,0.04
457,2023-10-27,software house,Pack Seguridad,Software,Oeste,8,800,0.08
458,2023-11-30,techsolutions inc,Servidor Dedicado,Hardware,Este,7,3500,0.04
459,2024-10-31,TECHSOLUTIONS INC,Licencia Enterprise,Software,Norte,2,5000,0.03
460,2024-08-09,software house,Servidor Dedicado,Hardware,Oeste,7,3500,0.09
461,2024-07-24,CLOUDNET,Licencia Enterprise,Software,Sur,8,5000,0.04
462,2023-09-07,SoftWare House,Servidor Dedicado,Hardware,Oeste,6,3500,0.05
463,2024-09-01,DataSystems,Consultoría Hora,Servicios,Central,3,150,0.06
464,2023-01-15,techsolutions inc,Servidor Dedicado,Hardware,Sur,7,3500,0.07
465,2023-10-23,SOFTWARE HOUSE,Licencia Enterprise,Software,Central,7,5000,0.07
466,2024-12-02,GLOBAL CORP,Consultoría Hora,Servicios,Oeste,6,150,0.05
467,2024-01-08,DataSystems,Pack Seguridad,Software,Norte,10,800,0.07
468,2024-10-23,DataSystems,Consultoría Hora,Servicios,Este,2,150,0.06
469,2024-06-04,Global Corp,Pack Seguridad,Software,Norte,9,800,0.04
470,2024-12-16,DataSystems,Soporte Premium,Servicios,Sur,5,1200,0.03
471,2023-04-10,TECHSOLUTIONS INC,Soporte Premium,Servicios,Central,6,1200,0.03
472,2024-05-28,Global Corp,Licencia Enterprise,Software,Este,1,5000,0.1
473,2023-01-10,TechSolutions Inc,Servidor Dedicado,Hardware,Norte,8,3500,0.02
474,2024-12-05,DATASYSTEMS,Pack Seguridad,Software,Norte,1,800,0.03
475,2024-08-30,DataSystems,Consultoría Hora,Servicios,Sur,1,150,0.08
476,2023-03-20,SOFTWARE HOUSE,Pack Seguridad,Software,Norte,6,800,0.06
477,2023-01-12,TechSolutions Inc,Consultoría Hora,Servicios,Norte,1,150,0.09
478,2023-03-02,DATASYSTEMS,Servidor Dedicado,Hardware,Este,6,3500,0.0
479,2024-09-18,cloudnet,Licencia Enterprise,Software,Norte,8,5000,0.06
480,2024-09-09,CloudNet,Soporte Premium,Servicios,Este,3,1200,0.07
481,2024-08-29,TechSolutions Inc,Soporte Premium,Servicios,Este,6,1200,0.04
482,2024-07-11,CLOUDNET,Servidor Dedicado,Hardware,Sur,4,3500,0.03
483,2023-11-19,CloudNet,Consultoría Hora,Servicios,Oeste,1,150,0.07
484,2023-04-17,CloudNet,Licencia Enterprise,Software,Central,1,5000,0.01
485,2023-05-16,software house,Consultoría Hora,Servicios,Norte,9,150,0.05
486,2023-11-26,DataSystems,Licencia Enterprise,Software,Este,1,5000,0.04
487,2024-11-16,CLOUDNET,Licencia Enterprise,Software,Oeste,3,5000,0.0
488,2023-05-25,DATASYSTEMS,Licencia Enterprise,Software,Central,2,5000,0.03
489,2024-09-29,global corp,Soporte Premium,Servicios,Este,7,1200,0.02
490,2024-03-20,datasystems,Soporte Premium,Servicios,Oeste,2,1200,0.01
491,2024-11-11,DATASYSTEMS,Licencia Enterprise,Software,Central,3,5000,0.04
492,2023-02-17,techsolutions inc,Licencia Enterprise,Software,Este,8,5000,0.04
493,2024-06-18,TECHSOLUTIONS INC,Servidor Dedicado,Hardware,Norte,2,3500,0.03
494,2023-01-24,TechSolutions Inc,Soporte Premium,Servicios,Norte,8,1200,0.02
495,2023-07-02,cloudnet,Pack Seguridad,Software,Norte,2,800,0.04
496,2024-06-05,TechSolutions Inc,Consultoría Hora,Servicios,Este,4,150,0.06
497,2023-04-15,cloudnet,Licencia Enterprise,Software,Central,9,5000,0.03
498,2024-03-05,TECHSOLUTIONS INC,Servidor Dedicado,Hardware,Central,10,3500,0.07
499,2023-07-23,techsolutions inc,Servidor Dedicado,Hardware,Oeste,7,3500,0.05
500,2024-10-19,DataSystems,Soporte Premium,Servicios,Sur,4,1200,0.06
501,2024-05-25,TECHSOLUTIONS INC,Soporte Premium,Servicios,Sur,9,1200,0.04
502,2023-02-24,SOFTWARE HOUSE,Consultoría Hora,Servicios,Norte,2,150,0.09
503,2024-08-10,DATASYSTEMS,Servidor Dedicado,Hardware,Oeste,6,3500,0.04
504,2023-02-19,CLOUDNET,Soporte Premium,Servicios,Central,10,1200,0.1
505,2024-01-16,DataSystems,Servidor Dedicado,Hardware,Sur,5,3500,0.09
506,2023-08-26,techsolutions inc,Soporte Premium,Servicios,Norte,1,1200,0.02
507,2023-11-19,GLOBAL CORP,Soporte Premium,Servicios,Norte,7,1200,0.03
508,2024-05-09,software house,Servidor Dedicado,Hardware,Central,1,3500,0.1
509,2024-05-31,CloudNet,Soporte Premium,Servicios,Central,10,1200,0.01
510,2023-08-22,Global Corp,Pack Seguridad,Software,Central,5,800,0.01
511,2024-11-06,SoftWare House,Licencia Enterprise,Software,Oeste,8,5000,0.05
512,2024-05-20,techsolutions inc,Soporte Premium,Servicios,Este,2,1200,0.04
513,2024-08-03,TechSolutions Inc,Soporte Premium,Servicios,Este,10,1200,0.09
514,2023-06-20,TechSolutions Inc,Consultoría Hora,Servicios,Este,8,150,0.09
515,2023-05-28,TechSolutions Inc,Servidor Dedicado,Hardware,Oeste,1,3500,0.03
516,2024-04-25,CloudNet,Pack Seguridad,Software,Central,2,800,0.1
517,2024-01-03,DataSystems,Pack Seguridad,Software,Oeste,5,800,0.06
518,2024-12-28,TechSolutions Inc,Soporte Premium,Servicios,Este,1,1200,0.02
519,2023-05-01,global corp,Soporte Premium,Servicios,Central,1,1200,0.02
520,2023-07-09,cloudnet,Licencia Enterprise,Software,Central,5,5000,0.01
521,2024-12-15,TECHSOLUTIONS INC,Pack Seguridad,Software,Oeste,6,800,0.02
522,2024-09-16,techsolutions inc,Licencia Enterprise,Software,Oeste,6,5000,0.07
523,2024-03-14,TECHSOLUTIONS INC,Soporte Premium,Servicios,Norte,1,1200,0.03
524,2023-12-11,DataSystems,Soporte Premium,Servicios,Oeste,2,1200,0.09
525,2023-10-09,Global Corp,Soporte Premium,Servicios,Norte,4,1200,0.06
526,2023-02-09,datasystems,Licencia Enterprise,Software,Central,3,5000,0.07
527,2024-05-17,DATASYSTEMS,Servidor Dedicado,Hardware,Norte,1,3500,0.01
528,2024-09-21,datasystems,Consultoría Hora,Servicios,Este,6,150,0.07
529,2024-02-02,DATASYSTEMS,Pack Seguridad,Software,Este,6,800,0.04
530,2024-08-20,SoftWare House,Licencia Enterprise,Software,Oeste,10,5000,0.02
531,2023-03-15,DataSystems,Consultoría Hora,Servicios,Oeste,4,150,0.0
532,2024-07-06,TECHSOLUTIONS INC,Servidor Dedicado,Hardware,Central,10,3500,0.04
533,2024-03-03,DataSystems,Consultoría Hora,Servicios,Norte,6,150,0.05
534,2024-01-26,TechSolutions Inc,Soporte Premium,Servicios,Oeste,5,1200,0.07
535,2024-04-02,SoftWare House,Licencia Enterprise,Software,Norte,8,5000,0.06
536,2024-02-23,SoftWare House,Pack Seguridad,Software,Este,1,800,0.06
537,2024-04-16,CloudNet,Consultoría Hora,Servicios,Oeste,9,150,0.04
538,2024-08-08,SOFTWARE HOUSE,Consultoría Hora,Servicios,Oeste,1,150,0.08
539,2024-02-15,CLOUDNET,Servidor Dedicado,Hardware,Central,7,3500,0.0
540,2023-08-04,techsolutions inc,Pack Seguridad,Software,Norte,9,800,0.01
541,2023-11-02,CLOUDNET,Soporte Premium,Servicios,Norte,9,1200,0.08
542,2024-11-26,TECHSOLUTIONS INC,Soporte Premium,Servicios,Sur,10,1200,0.04
543,2024-05-20,Global Corp,Pack Seguridad,Software,Este,8,800,0.09
544,2023-08-11,datasystems,Soporte Premium,Servicios,Central,7,1200,0.1
545,2023-06-08,techsolutions inc,Servidor Dedicado,Hardware,Central,3,3500,0.06
546,2023-09-03,TECHSOLUTIONS INC,Consultoría Hora,Servicios,Este,7,150,0.01
547,2024-03-06,CloudNet,Soporte Premium,Servicios,Este,9,1200,0.04
548,2024-11-22,SoftWare House,Servidor Dedicado,Hardware,Oeste,2,3500,0.05
549,2024-01-30,cloudnet,Licencia Enterprise,Software,Sur,2,5000,0.07
550,2024-12-13,TechSolutions Inc,Licencia Enterprise,Software,Central,7,5000,0.1
551,2023-11-21,DataSystems,Pack Seguridad,Software,Norte,1,800,0.05
552,2023-12-10,SoftWare House,Soporte Premium,Servicios,Norte,10,1200,0.08
553,2023-11-06,DataSystems,Servidor Dedicado,Hardware,Norte,1,3500,0.01
554,2023-05-26,CloudNet,Consultoría Hora,Servicios,Oeste,1,150,0.08
555,2024-03-30,CloudNet,Pack Seguridad,Software,Este,4,800,0.09
556,2023-03-29,software house,Licencia Enterprise,Software,Este,1,5000,0.01
557,2024-12-21,SoftWare House,Pack Seguridad,Software,Norte,1,800,0.04
558,2023-08-27,datasystems,Consultoría Hora,Servicios,Central,8,150,0.09
559,2024-05-09,DATASYSTEMS,Consultoría Hora,Servicios,Oeste,6,150,0.0
560,2023-04-14,TechSolutions Inc,Consultoría Hora,Servicios,Norte,7,150,0.0
561,2023-04-15,SOFTWARE HOUSE,Licencia Enterprise,Software,Norte,7,5000,0.06
562,2024-10-16,CloudNet,Consultoría Hora,Servicios,Central,1,150,0.04
563,2024-06-17,cloudnet,Licencia Enterprise,Software,Sur,10,5000,0.09
564,2024-11-19,TECHSOLUTIONS INC,Licencia Enterprise,Software,Central,8,5000,0.01
565,2024-05-14,software house,Consultoría Hora,Servicios,Norte,8,150,0.05
566,2024-12-02,CloudNet,Consultoría Hora,Servicios,Norte,8,150,0.09
567,2023-07-28,datasystems,Pack Seguridad,Software,Central,7,800,0.07
568,2023-08-11,GLOBAL CORP,Soporte Premium,Servicios,Central,10,1200,0.1
569,2024-06-03,cloudnet,Servidor Dedicado,Hardware,Este,10,3500,0.09
570,2024-05-22,SoftWare House,Servidor Dedicado,Hardware,Oeste,10,3500,0.01
571,2024-05-08,Global Corp,Pack Seguridad,Software,Central,4,800,0.03
572,2024-05-13,software house,Servidor Dedicado,Hardware,Norte,7,3500,0.07
573,2024-06-29,CloudNet,Pack Seguridad,Software,Sur,3,800,0.09
574,2024-12-12,SoftWare House,Pack Seguridad,Software,Sur,6,800,0.02
575,2023-02-20,TechSolutions Inc,Servidor Dedicado,Hardware,Norte,9,3500,0.05
576,2023-06-24,GLOBAL CORP,Consultoría Hora,Servicios,Norte,7,150,0.05
577,2024-02-15,Global Corp,Licencia Enterprise,Software,Oeste,3,5000,0.07
578,2024-08-09,DATASYSTEMS,Consultoría Hora,Servicios,Norte,8,150,0.04
579,2024-12-11,TechSolutions Inc,Licencia Enterprise,Software,Oeste,9,5000,0.0
580,2023-10-25,techsolutions inc,Soporte Premium,Servicios,Oeste,2,1200,0.02
581,2024-02-07,techsolutions inc,Licencia Enterprise,Software,Este,8,5000,0.03
582,2023-09-06,DataSystems,Soporte Premium,Servicios,Oeste,10,1200,0.06
583,2023-11-26,CloudNet,Pack Seguridad,Software,Oeste,3,800,0.01
584,2023-05-12,TECHSOLUTIONS INC,Pack Seguridad,Software,Norte,3,800,0.07
585,2023-10-02,SoftWare House,Soporte Premium,Servicios,Oeste,2,1200,0.09
586,2024-05-09,GLOBAL CORP,Soporte Premium,Servicios,Sur,6,1200,0.08
587,2024-04-09,SOFTWARE HOUSE,Licencia Enterprise,Software,Este,1,5000,0.04
588,2023-02-22,SoftWare House,Pack Seguridad,Software,Sur,5,800,0.0
589,2024-11-08,SoftWare House,Licencia Enterprise,Software,Norte,10,5000,0.04
590,2024-05-04,GLOBAL CORP,Consultoría Hora,Servicios,Sur,7,150,0.07
591,2024-07-29,SoftWare House,Licencia Enterprise,Software,Este,3,5000,0.07
592,2023-08-26,TECHSOLUTIONS INC,Servidor Dedicado,Hardware,Central,8,3500,0.05
593,2023-06-24,CLOUDNET,Soporte Premium,Servicios,Sur,2,1200,0.03
594,2024-02-12,DataSystems,Soporte Premium,Servicios,Norte,10,1200,0.05
595,2023-06-13,techsolutions inc,Servidor Dedicado,Hardware,Sur,9,3500,0.05
596,2023-02-02,SOFTWARE HOUSE,Servidor Dedicado,Hardware,Central,6,3500,0.05
597,2023-10-11,CloudNet,Consultoría Hora,Servicios,Oeste,2,150,0.05
598,2024-02-19,SoftWare House,Consultoría Hora,Servicios,Este,2,150,0.03
599,2023-07-15,CloudNet,Pack Seguridad,Software,Norte,1,800,0.1
600,2024-03-05,global corp,Consultoría Hora,Servicios,Central,1,150,0.02
601,2023-01-27,CloudNet,Consultoría Hora,Servicios,Central,4,150,0.08
602,2024-11-27,TECHSOLUTIONS INC,Pack Seguridad,Software,Oeste,8,800,0.07
603,2024-01-24,software house,Servidor Dedicado,Hardware,Sur,7,3500,0.09
604,2023-06-04,CloudNet,Consultoría Hora,Servicios,Este,3,150,0.07
605,2023-09-27,techsolutions inc,Servidor Dedicado,Hardware,Norte,1,3500,0.05
606,2024-07-07,TechSolutions Inc,Pack Seguridad,Software,Oeste,5,800,0.09
607,2023-08-07,SoftWare House,Servidor Dedicado,Hardware,Oeste,1,3500,0.03
608,2024-06-02,GLOBAL CORP,Consultoría Hora,Servicios,Sur,8,150,0.05
609,2023-02-01,global corp,Licencia Enterprise,Software,Este,5,5000,0.07
610,2024-12-07,TechSolutions Inc,Consultoría Hora,Servicios,Norte,2,150,0.05
611,2023-05-26,TECHSOLUTIONS INC,Consultoría Hora,Servicios,Este,5,150,0.08
612,2023-09-03,TechSolutions Inc,Consultoría Hora,Servicios,Central,10,150,0.02
